RESPONDENT,MARITAL,AGE,EDUC,SEX,SIBS,CHILDS,HOMPOP,PRESTG80,INCOME06,RINCOM06,SATFIN,HRS1,DWELOWN,SEI,HAPMAR,EVSTRAY,SPANKING,ABANY,ABDEFCTW,MARHOMO,HAPPY,HEALTH,LIFE,LETDIE1,OWNGUN,NEWS,TVHOURS,FEAR,PARTYID,POLVIEWS,NATENVIR,NATHEAL,NATCRIME,NATEDUC,NATARMS,NATAID,NATFARE,NATSOC,NATCHLD,NATSCI,NATFAREY,CAPPUN,GUNLAW,COURTS,GRASS,FEJOBAFF,DISCAFFM,DISCAFFW,INCGAP,TAXRICH,RELIG,DENOM,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,RELEXP,SEXEDUC,PREMARSX,TEENSEX,XMARSEX,PORNLAW,XMOVIE,PARTNERS,SEXFREQ,SEXORNT,FECHLD,FEPRESCH,FEFAM
94,1,57,15,1,3,2,2,47,25,25,3,30,1,56.5,3,1,3,1,0,2,2,2,1,7,0,1,2,0,1,2,0,0,0,0,0,0,0,1,8,8,1,0,1,8,7,0,0,2,0,0,3,0,3,3,2,0,6,0,1,4,2,3,0,7,1,1,3,1,3,4
95,5,29,16,1,4,0,2,53,23,23,1,65,1,81,0,7,3,0,0,2,2,1,1,7,0,1,2,0,4,3,0,0,0,0,0,0,0,2,1,8,3,1,1,2,7,0,0,2,0,0,4,0,3,2,4,9,1,0,1,4,1,4,0,7,5,5,3,3,3,3
96,3,57,20,2,1,1,1,0,20,99,3,99,1,-1,0,1,3,7,4,0,3,0,0,7,7,1,1,7,1,2,0,0,0,0,0,0,0,1,1,1,1,0,7,1,1,0,0,2,1,5,6,0,9,4,9,8,1,0,1,4,3,0,2,0,1,1,2,1,4,4
97,1,48,18,2,4,1,4,74,24,20,2,45,1,81.9,2,1,3,1,0,2,2,1,2,7,0,1,1,1,0,2,0,0,0,0,0,0,0,2,1,8,1,0,1,8,7,0,0,2,0,0,4,0,3,1,4,0,6,0,1,4,2,3,0,7,2,3,3,1,3,4
98,5,27,8,2,5,2,4,29,19,9,3,-1,0,33.1,0,7,0,0,1,4,1,2,2,7,0,0,-1,1,3,6,0,0,0,0,0,0,0,8,1,8,1,1,1,3,0,0,0,0,1,1,4,0,3,0,4,1,3,0,7,0,0,1,2,0,1,5,3,0,0,0
99,1,89,12,1,3,1,3,49,98,98,3,85,0,64.2,2,7,0,1,4,1,3,2,1,7,1,0,-1,0,9,4,0,0,0,0,0,0,0,2,2,1,2,1,1,8,1,0,0,0,2,4,2,0,2,0,2,1,1,0,7,0,0,1,2,1,-1,-1,0,0,0,0
100,1,44,15,2,5,3,6,47,25,18,1,40,1,38,1,0,3,1,0,1,2,2,2,7,0,1,2,0,5,4,0,0,0,0,0,0,0,1,2,2,1,1,1,2,7,0,0,2,0,0,1,28,3,2,2,0,2,0,1,4,4,1,0,7,1,1,3,2,3,3
101,3,63,12,2,4,4,1,46,20,20,2,40,0,38.4,0,1,0,0,3,2,3,2,2,7,0,0,-1,1,5,4,0,0,0,0,0,0,0,1,1,2,2,8,1,2,8,0,0,0,3,3,1,50,3,3,2,1,2,0,7,0,0,2,2,0,0,0,3,0,0,0
102,9,99,12,2,1,2,1,65,98,0,3,-1,1,76.4,9,7,2,9,0,9,1,2,1,7,0,1,4,1,9,4,0,0,0,0,0,0,0,1,1,1,1,9,1,2,7,0,0,1,0,0,2,0,2,9,1,1,1,1,1,9,1,9,0,7,-1,-1,0,1,4,3
103,1,35,19,2,2,3,5,64,23,20,3,-1,1,78.5,1,0,3,7,1,0,1,0,0,7,7,5,1,7,1,4,0,0,0,0,0,0,0,1,1,1,1,8,7,2,0,0,0,2,1,1,2,0,2,5,1,1,2,8,1,4,1,0,1,0,1,5,3,1,3,3
104,5,19,11,1,3,1,2,29,98,6,2,-1,2,33.1,0,7,2,7,4,0,2,0,0,7,7,2,3,7,2,6,0,0,0,0,0,0,0,1,1,3,1,1,7,1,1,0,0,2,1,1,1,50,3,0,2,1,6,0,1,4,4,0,2,1,5,4,3,2,3,3
105,1,83,12,1,7,8,2,33,16,0,2,-1,1,27.7,1,0,2,9,0,2,2,4,1,7,0,1,3,0,1,4,0,0,0,0,0,0,0,2,1,1,1,1,1,3,7,0,0,3,0,0,2,0,2,7,1,1,4,0,1,4,2,1,0,7,1,3,3,2,2,3
106,2,76,10,2,3,1,1,34,12,0,3,-1,0,37.7,0,0,0,1,4,4,2,2,2,7,0,0,-1,0,6,6,0,0,0,0,0,0,0,2,3,2,3,0,1,2,0,0,0,0,3,1,2,0,2,0,2,0,5,0,7,0,0,2,3,0,0,0,3,0,0,0
107,5,21,11,1,2,0,4,36,12,10,2,40,1,28.6,0,7,3,0,0,4,1,2,1,7,0,5,7,0,3,2,0,0,0,0,0,0,0,3,1,2,1,0,1,3,7,0,0,1,0,0,2,0,2,9,2,1,2,1,1,4,3,1,0,7,99,9,9,2,3,2
108,1,41,18,2,2,3,3,60,24,20,2,37,1,60.5,2,0,2,7,4,0,2,0,0,7,7,2,1,7,1,3,0,0,0,0,0,0,0,1,1,1,1,0,7,2,0,0,0,2,2,4,2,0,2,1,2,1,2,0,1,4,2,0,2,1,1,4,3,1,4,3
109,1,66,12,1,1,3,4,51,25,20,3,65,1,63.5,1,0,2,1,0,3,1,1,1,7,0,2,2,0,2,4,0,0,0,0,0,0,0,1,1,2,1,1,1,2,7,0,0,2,0,0,1,38,2,3,2,1,2,8,1,4,1,1,0,7,1,5,3,1,2,8
110,2,60,12,2,1,2,1,44,23,23,2,50,0,50.7,0,0,0,1,4,3,2,1,1,7,0,0,-1,0,4,4,0,0,0,0,0,0,0,1,1,2,1,8,1,8,0,0,0,0,2,2,2,0,2,7,1,8,2,0,7,0,0,8,1,0,1,5,3,0,0,0
111,5,25,18,1,3,0,3,51,25,5,1,40,1,36.5,0,7,3,7,4,0,1,0,0,7,7,1,3,7,0,2,0,0,0,0,0,0,0,1,1,1,1,0,7,1,1,0,0,2,2,3,3,0,3,1,1,0,5,0,1,4,3,0,2,1,5,3,3,1,4,3
112,1,34,18,2,3,3,5,57,21,98,3,-1,1,80.9,1,0,2,1,0,1,1,3,1,7,0,3,0,1,1,4,0,0,0,0,0,0,0,1,1,1,1,1,1,2,7,0,0,1,0,0,3,0,3,3,1,1,5,0,1,3,1,1,0,7,1,5,3,2,3,3
113,1,34,16,2,1,2,4,59,25,17,2,24,0,73.3,1,0,0,1,4,2,2,1,2,7,0,0,-1,0,1,3,0,0,0,0,0,0,0,2,1,2,1,1,1,2,1,0,0,0,3,2,3,0,3,3,1,0,4,0,7,0,0,2,2,0,1,4,3,0,0,0
114,1,71,17,1,3,2,2,64,98,0,1,-1,1,86.6,1,0,2,1,0,4,2,2,2,7,1,1,3,0,4,6,0,0,0,0,0,0,0,2,1,2,1,1,1,2,7,0,0,2,0,0,1,40,2,7,1,1,2,1,1,3,1,1,0,7,1,0,3,2,3,3
115,1,56,13,1,3,3,5,54,25,21,2,40,1,49.6,1,0,3,7,4,0,2,0,0,7,7,2,3,7,6,2,0,0,0,0,0,0,0,1,1,1,1,1,7,2,0,0,0,1,2,5,2,0,2,2,2,1,5,0,1,4,1,0,2,0,1,4,3,2,3,3
116,3,48,16,2,9,3,4,65,25,19,3,48,1,76.4,0,0,3,7,4,0,2,0,0,7,7,1,1,7,5,6,0,0,0,0,0,0,0,2,3,2,2,8,7,2,1,0,0,2,2,4,2,0,2,0,2,1,4,0,1,4,3,0,2,0,1,4,3,2,2,3
117,5,27,16,1,1,0,3,35,25,0,2,30,0,26.7,0,7,0,1,4,3,2,3,2,7,1,0,-1,0,2,2,0,0,0,0,0,0,0,2,2,1,2,1,0,1,1,0,0,0,2,3,4,0,3,0,4,1,5,0,7,0,0,3,2,1,2,2,3,0,0,0
118,2,81,13,2,0,2,1,31,13,0,3,-1,0,27.5,0,0,0,1,1,2,2,4,1,7,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,0,0,0,2,2,1,28,3,2,2,1,2,0,7,0,0,1,1,0,0,0,3,0,0,0
119,1,73,18,1,1,5,3,0,25,99,3,30,0,-1,3,1,0,0,3,5,3,1,1,7,1,0,-1,0,6,6,0,0,0,0,0,0,0,3,3,3,3,1,1,2,8,0,0,0,2,1,4,0,3,1,4,1,5,0,7,0,0,2,2,8,1,2,3,0,0,0
120,1,62,20,2,1,2,2,51,25,25,1,50,3,63.5,1,0,8,1,0,2,1,2,1,7,0,1,1,0,1,2,0,0,0,0,0,0,0,2,1,1,1,0,1,1,7,0,0,2,0,0,1,41,3,7,2,1,2,0,1,3,2,2,0,7,1,4,3,1,4,4
121,5,48,16,2,5,0,1,61,1,0,2,40,0,82.7,0,7,0,1,4,2,2,2,1,7,0,0,-1,0,6,5,0,0,0,0,0,0,0,2,1,2,2,1,1,2,0,0,0,0,3,2,2,0,2,0,2,0,6,0,7,0,0,1,2,0,0,0,3,0,0,0
122,1,52,18,2,3,0,2,61,23,20,2,30,1,76.5,2,0,3,1,0,3,2,1,2,1,1,1,3,0,2,3,1,1,1,2,3,2,2,2,1,8,0,1,1,3,7,3,3,0,0,0,4,0,3,2,4,8,5,0,1,4,2,1,0,7,1,4,3,2,3,3
123,5,34,16,2,1,0,1,61,21,21,3,45,1,82.7,0,7,2,7,8,0,1,0,0,1,7,1,2,7,2,2,1,1,1,1,3,3,8,8,8,8,0,0,7,8,8,2,4,0,0,0,4,0,3,3,4,8,2,0,1,4,3,0,2,1,99,9,9,1,4,3
124,1,27,18,1,4,0,2,54,22,22,1,65,0,68.8,1,0,0,1,4,1,1,1,1,7,0,0,-1,0,3,4,1,1,2,1,2,2,2,1,1,2,0,1,1,8,1,0,0,0,3,2,1,48,3,5,2,8,5,0,7,0,0,2,2,0,1,4,3,0,0,0
125,4,58,12,1,3,1,1,31,10,10,1,40,2,27.5,0,0,3,7,1,0,1,0,0,1,7,1,1,7,5,2,1,1,1,1,3,1,1,2,2,2,0,0,7,2,0,3,3,0,0,0,2,0,2,6,1,1,2,1,1,4,1,0,3,0,0,0,3,2,3,2
126,5,24,11,1,5,2,5,39,15,14,2,60,2,34.2,0,7,1,7,2,0,2,0,0,1,7,4,6,7,2,3,1,1,3,1,3,3,1,1,1,2,0,0,7,2,1,2,1,0,0,0,1,60,1,0,1,1,2,0,1,3,1,0,2,1,1,6,3,3,3,3
127,5,20,11,1,1,0,4,20,15,12,2,40,2,21.2,0,7,2,7,1,0,2,0,0,0,7,2,0,7,5,4,1,1,1,1,3,3,2,3,1,1,0,1,7,2,0,4,3,0,0,0,1,60,2,6,2,1,5,1,1,3,1,0,2,0,1,3,3,3,2,2
128,3,68,12,1,0,0,2,35,8,0,3,-1,2,33.1,0,7,4,0,0,5,1,2,8,1,0,1,1,0,6,6,8,3,8,3,3,1,1,2,1,8,0,1,0,3,7,8,2,0,0,0,6,0,9,0,9,1,1,1,1,1,1,1,0,7,-1,-1,0,3,2,1
129,1,41,12,1,3,2,4,38,21,21,2,40,1,47.8,1,7,2,7,4,0,1,0,0,1,7,3,5,7,2,2,2,1,1,1,2,2,2,1,2,2,0,1,7,2,0,3,2,0,0,0,2,0,2,1,2,8,5,0,1,4,1,0,2,0,-1,-1,0,3,2,2
130,5,24,15,2,1,0,4,47,23,13,1,45,1,48.5,0,7,3,1,0,1,1,1,1,0,0,2,1,0,2,3,1,1,2,1,2,3,2,1,2,1,0,1,1,2,7,3,3,0,0,0,4,0,3,2,4,0,6,0,1,4,1,1,0,7,1,5,3,3,3,4
131,1,39,16,2,8,1,3,0,98,0,8,-1,2,-1,1,0,3,0,0,4,1,2,1,0,0,3,2,0,3,8,8,8,1,1,2,8,3,2,2,2,0,8,1,2,7,8,1,0,0,0,9,0,9,5,9,0,1,8,0,1,1,1,0,7,1,9,9,2,8,2
132,1,47,12,1,4,1,3,39,14,14,3,35,0,34.2,2,0,0,1,4,1,2,1,1,7,0,0,-1,0,3,2,1,1,1,1,3,3,2,1,1,2,0,1,1,2,1,0,0,0,1,2,1,60,2,7,1,1,1,1,7,0,0,4,2,0,1,6,3,0,0,0
133,1,40,12,1,1,2,2,59,22,20,2,45,0,73.3,1,1,0,1,4,2,1,2,1,7,0,0,-1,0,7,5,2,2,2,2,2,3,3,2,2,2,0,1,0,2,1,0,0,0,5,3,1,70,2,2,2,1,5,0,7,0,0,1,2,1,4,4,3,0,0,0
134,1,47,18,2,3,3,4,49,25,0,1,-1,0,64.1,1,0,0,1,3,1,2,1,1,7,0,0,-1,0,0,3,1,1,2,1,2,2,1,2,1,1,0,0,1,1,1,0,0,0,1,3,6,0,9,0,9,1,2,1,7,0,0,1,1,0,1,5,3,0,0,0
135,5,27,16,1,2,0,2,48,21,21,1,50,0,67,0,7,0,0,4,4,1,2,1,7,0,0,-1,0,6,5,1,1,2,2,2,3,3,2,1,1,0,1,1,2,1,0,0,0,2,2,2,0,2,2,2,0,5,0,7,0,0,2,2,1,0,1,3,0,0,0
136,1,61,18,1,3,3,2,74,25,22,2,42,1,83.7,1,0,2,0,0,2,2,2,2,1,0,5,0,0,1,2,1,1,2,1,2,1,2,2,2,1,0,1,1,3,7,3,2,0,0,0,4,0,3,0,4,0,6,0,1,4,1,1,0,7,1,4,3,3,3,3
137,3,47,14,1,3,2,2,59,22,22,2,50,1,73.3,0,0,2,1,0,1,2,2,1,1,0,4,2,0,1,2,1,1,2,1,3,3,1,2,1,1,0,0,1,1,7,3,2,0,0,0,4,0,3,1,4,1,5,0,1,3,2,2,0,7,2,5,3,2,3,4
138,5,23,16,2,1,0,2,41,2,0,1,-1,0,66.1,0,7,0,1,4,2,2,1,1,7,0,0,-1,0,7,2,1,1,2,1,3,2,2,1,1,2,0,0,1,2,0,0,0,0,1,2,1,60,1,4,2,1,2,1,7,0,0,1,1,0,0,0,3,0,0,0
139,5,45,16,2,1,2,5,54,20,20,2,65,1,71.6,0,7,3,1,0,1,1,2,1,0,0,1,1,1,0,1,2,1,2,1,3,2,1,1,1,2,0,0,1,2,7,4,2,0,0,0,1,60,1,7,1,1,1,1,1,2,1,1,0,7,1,4,1,1,3,3
140,5,33,11,2,15,3,4,39,8,0,2,-1,0,28,0,7,0,0,4,5,2,1,2,7,0,0,-1,0,0,1,1,1,2,1,2,3,3,1,2,1,0,1,1,2,1,0,0,0,1,4,2,0,2,8,2,1,1,1,7,0,0,1,2,1,2,5,3,0,0,0
141,5,27,14,2,3,0,1,45,18,18,2,38,0,39.6,0,7,0,1,4,2,2,1,2,7,1,0,-1,1,1,4,0,0,0,0,0,0,0,1,8,1,1,1,1,2,1,0,0,0,2,4,2,0,2,0,2,1,3,0,7,0,0,1,2,0,3,2,3,0,0,0
142,5,18,15,1,6,0,5,42,20,3,3,10,0,39,0,7,0,0,4,1,3,2,2,7,0,0,-1,0,0,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,3,1,11,2,8,1,1,1,1,7,0,0,1,3,1,2,3,3,0,0,0
143,1,61,12,1,3,3,2,46,8,3,2,4,0,62.5,1,1,0,0,3,4,2,3,1,7,0,0,-1,0,5,4,0,0,0,0,0,0,0,1,8,2,2,0,1,2,8,0,0,0,2,4,1,18,1,8,1,1,1,1,7,0,0,1,2,0,1,1,3,0,0,0
144,2,79,14,1,2,2,1,45,17,0,2,-1,0,65.8,0,7,0,0,4,5,3,3,3,7,1,0,-1,1,4,5,0,0,0,0,0,0,0,2,3,2,1,1,1,2,0,0,0,0,4,4,2,0,2,5,2,1,4,0,7,0,0,1,2,1,-1,-1,0,0,0,0
145,1,36,13,2,0,3,7,39,23,19,2,40,0,36.5,1,0,0,0,4,1,1,1,1,7,0,0,-1,0,4,4,0,0,0,0,0,0,0,2,2,1,1,0,0,2,0,0,0,0,3,3,4,0,3,0,4,0,6,0,7,0,0,1,2,1,1,5,3,0,0,0
146,1,30,16,2,3,0,2,59,21,21,1,40,1,73.3,1,0,4,7,4,0,1,0,0,7,7,5,2,7,2,2,0,0,0,0,0,0,0,1,1,1,1,0,7,8,0,0,0,2,1,4,2,0,2,3,2,0,3,0,1,4,1,0,2,0,1,6,3,2,3,4
147,1,60,14,1,3,2,2,62,20,0,1,-1,0,78,1,0,0,1,4,2,1,2,2,7,0,0,-1,0,1,4,0,0,0,0,0,0,0,1,1,2,1,1,1,3,0,0,0,0,3,3,2,0,2,5,3,1,4,0,7,0,0,1,2,0,1,3,3,0,0,0
148,3,46,12,2,7,2,2,32,19,19,2,60,2,61.9,0,1,2,0,0,5,2,2,2,7,0,2,1,0,4,4,0,0,0,0,0,0,0,1,1,2,1,0,1,2,7,0,0,1,0,0,1,60,1,8,1,1,1,1,1,1,1,1,0,7,0,0,3,4,3,1
149,4,37,9,2,8,3,4,17,8,0,2,-1,2,29,0,0,2,1,0,3,1,1,1,7,0,2,2,1,3,6,0,0,0,0,0,0,0,1,1,1,2,1,1,3,7,0,0,2,0,0,2,0,2,7,2,8,2,1,1,4,1,1,0,7,1,3,3,2,1,2
150,5,28,13,1,8,2,4,30,18,15,3,40,2,31.5,0,7,2,7,1,0,2,0,0,7,7,5,1,7,2,4,0,0,0,0,0,0,0,3,1,3,1,1,7,2,0,0,0,3,4,1,2,0,2,5,2,0,4,0,1,4,1,0,2,0,0,4,3,3,3,3
151,5,22,12,2,3,2,4,22,15,5,3,30,2,22.7,0,7,1,7,4,0,3,0,0,7,7,5,1,7,3,8,0,0,0,0,0,0,0,1,1,1,1,1,7,2,0,0,0,3,1,3,2,0,2,5,2,1,2,0,1,4,1,0,2,0,1,3,3,3,3,3
152,3,47,13,2,5,2,3,42,11,9,3,37,2,29.3,0,0,1,7,4,0,2,0,0,7,7,4,5,7,0,4,0,0,0,0,0,0,0,1,1,2,1,1,7,2,1,0,0,2,1,4,1,70,2,1,2,1,1,1,1,4,1,0,2,1,1,6,3,1,3,2
153,1,34,6,2,8,3,9,33,15,0,2,-1,2,27.7,1,0,3,7,2,0,1,0,0,7,7,4,4,7,3,4,0,0,0,0,0,0,0,1,2,8,1,0,7,2,0,0,0,1,2,3,2,0,2,4,2,8,2,0,1,4,1,0,2,0,1,5,3,2,2,2
154,5,20,15,2,1,0,3,29,98,8,2,19,0,52.3,0,7,0,1,4,2,2,2,1,7,0,0,-1,1,0,2,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,0,0,0,2,2,4,0,3,0,4,1,5,1,7,0,0,1,2,0,2,9,3,0,0,0
155,3,63,11,2,7,1,1,35,1,0,3,-1,2,37.9,0,9,1,7,1,0,2,0,0,7,7,5,3,7,3,4,0,0,0,0,0,0,0,1,1,3,1,1,7,2,0,0,0,1,1,5,99,99,9,2,9,1,1,0,0,1,1,0,1,0,0,0,3,4,4,1
156,5,47,12,2,3,1,4,23,20,13,2,-1,0,22.5,0,7,0,0,1,5,1,1,1,7,0,0,-1,0,5,6,1,1,1,1,3,8,2,1,1,1,0,0,1,8,0,0,0,0,3,8,1,60,1,8,1,1,1,1,7,0,0,1,1,0,0,0,3,0,0,0
157,5,25,12,1,1,0,3,0,98,0,2,-1,2,-1,0,7,2,0,0,3,2,2,1,1,0,4,0,1,2,4,1,1,3,3,3,1,2,3,2,2,0,8,0,1,7,4,2,0,0,0,4,0,3,0,4,1,6,0,1,3,1,1,0,7,0,0,3,1,2,2
158,5,21,10,1,1,0,3,33,13,0,3,-1,0,20.1,0,7,0,0,2,4,3,4,3,7,0,0,-1,1,4,4,1,1,2,2,2,1,2,2,2,1,0,0,1,1,0,0,0,0,3,2,2,0,2,2,2,1,1,1,7,0,0,1,3,0,0,6,9,0,0,0
159,5,40,6,1,5,0,4,35,10,10,2,45,0,37.9,0,7,0,1,4,2,2,3,2,7,0,0,-1,0,2,1,1,2,1,1,3,2,2,1,1,1,0,0,1,3,1,0,0,0,2,3,2,0,2,2,2,0,2,0,7,0,0,1,1,1,2,6,3,0,0,0
160,5,20,14,1,1,0,4,37,19,10,2,40,0,48.9,0,7,0,1,4,2,3,1,1,7,0,0,-1,1,1,3,1,1,2,1,3,8,1,2,8,2,0,1,1,2,0,0,0,0,2,3,2,0,2,3,2,1,5,0,7,0,0,1,2,1,0,0,3,0,0,0
161,1,49,9,2,8,4,4,28,18,15,3,40,1,17.1,2,0,3,7,3,0,2,0,0,0,7,3,1,7,0,5,1,1,1,1,3,3,3,3,2,3,0,0,7,2,0,1,1,0,0,0,2,0,2,7,3,0,2,0,1,3,4,0,2,0,1,2,3,2,3,1
162,1,50,3,1,3,2,4,22,16,13,2,56,2,28.4,1,9,2,7,1,0,2,0,0,0,7,5,2,7,0,4,8,1,1,1,3,8,3,1,1,2,0,0,7,3,0,1,2,0,0,0,2,0,2,4,1,1,2,0,0,2,1,0,2,0,9,4,3,3,2,2
163,5,24,16,1,3,0,4,35,22,6,2,50,1,44.2,0,7,3,0,0,2,1,2,1,0,0,3,2,1,1,4,1,1,1,1,3,1,3,1,3,3,0,1,1,2,7,1,2,0,0,0,2,0,2,2,1,1,5,0,1,4,1,1,0,7,1,5,3,2,3,3
164,1,69,14,1,3,2,3,64,22,0,1,-1,1,86,1,0,3,8,0,3,1,2,1,0,1,1,1,1,5,3,1,2,1,1,3,2,8,2,8,1,0,0,1,3,7,3,3,0,0,0,2,0,2,7,3,1,1,1,1,4,3,1,0,7,1,3,3,3,2,2
165,5,57,14,1,11,3,3,17,19,3,1,-1,0,29,0,7,0,1,4,2,2,3,2,7,0,0,-1,1,1,8,2,1,1,1,1,3,2,1,2,2,0,1,1,2,1,0,0,0,1,4,1,14,1,0,1,0,2,1,7,0,0,4,3,0,0,4,3,0,0,0
166,2,74,0,2,2,4,1,31,9,0,3,-1,2,27.5,0,0,4,7,1,0,2,0,0,0,7,5,6,7,1,4,2,2,2,1,1,3,1,2,2,2,0,0,7,2,0,3,2,0,0,0,1,60,1,8,1,1,1,1,1,1,1,0,2,0,0,0,3,3,3,3
167,5,25,16,2,2,0,1,52,21,19,2,-1,2,85.8,0,7,3,7,4,0,2,0,0,1,7,1,1,7,0,2,1,1,2,1,3,2,2,2,1,2,0,0,7,3,1,3,4,0,0,0,1,50,3,2,2,1,5,1,1,4,1,0,2,1,1,6,3,2,3,3
168,1,27,15,2,2,1,3,33,20,0,2,40,2,50.5,1,0,3,0,0,1,2,3,2,1,0,4,1,0,1,4,1,1,2,1,2,8,2,1,1,8,0,0,1,8,7,4,4,0,0,0,2,0,2,5,2,1,4,1,1,4,2,1,0,7,1,4,3,2,4,4
169,4,31,12,2,10,3,4,33,10,0,3,40,2,27.7,0,0,3,7,4,0,2,0,0,0,7,5,1,7,3,6,2,1,1,1,3,1,2,1,2,1,0,0,7,3,0,3,2,0,0,0,2,0,2,8,2,1,2,1,0,1,1,0,2,0,0,0,3,2,2,2
170,2,69,9,2,1,2,1,29,13,0,3,-1,0,30.8,0,0,0,0,1,5,3,4,3,7,0,0,-1,1,6,4,1,1,1,1,3,1,3,2,2,2,0,0,1,2,0,0,0,0,3,2,2,0,2,0,2,1,1,0,7,0,0,1,2,0,0,0,3,0,0,0
171,3,99,17,1,2,0,1,0,1,0,3,-1,2,-1,0,0,1,7,1,0,1,0,0,1,7,5,5,7,5,4,1,2,3,2,2,2,3,1,3,2,0,1,7,2,0,4,1,0,0,0,1,60,2,6,1,1,2,1,1,2,1,0,2,0,0,0,3,3,2,2
172,3,60,14,1,5,5,1,51,9,0,3,-1,2,62,0,1,2,7,4,0,2,0,0,7,7,3,8,7,1,4,0,0,0,0,0,0,0,1,1,2,1,0,7,3,8,0,0,2,2,2,11,70,2,0,9,1,1,1,1,4,3,0,2,0,2,4,3,1,4,2
173,5,20,12,2,4,0,2,29,17,6,2,40,2,33.1,0,7,1,0,0,3,2,3,1,7,0,5,3,1,2,2,0,0,0,0,0,0,0,3,2,1,1,1,1,2,7,0,0,3,0,0,4,0,3,0,4,8,3,0,1,4,1,1,0,7,1,3,3,3,3,4
174,5,30,13,1,7,0,3,29,10,0,2,-1,2,33.1,0,7,2,7,1,0,3,0,0,7,7,5,3,7,1,2,0,0,0,0,0,0,0,1,1,2,1,1,7,2,0,0,0,4,3,1,4,0,3,0,4,1,5,0,1,2,1,0,2,1,2,2,3,1,3,2
175,5,50,18,1,4,0,1,74,21,19,3,4,1,81.3,0,7,3,7,4,0,1,0,0,7,7,5,0,7,0,2,0,0,0,0,0,0,0,2,1,2,1,0,7,3,0,0,0,2,2,5,1,60,3,5,1,1,1,1,1,4,1,0,2,1,4,1,1,1,2,4
176,2,69,16,2,0,0,1,51,25,0,1,-1,0,63.5,0,0,0,1,4,2,2,2,1,7,1,0,-1,0,2,4,0,0,0,0,0,0,0,1,2,8,1,1,1,2,1,0,0,0,4,3,1,38,2,2,2,1,3,0,7,0,0,1,2,0,0,0,3,0,0,0
177,5,53,19,1,5,0,1,75,22,0,1,-1,0,92.3,0,7,0,1,4,1,2,4,1,7,1,0,-1,1,2,4,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,3,4,3,0,3,7,1,8,2,1,7,0,0,2,2,0,2,2,2,0,0,0
178,5,46,19,2,3,0,1,40,14,14,3,40,2,53.3,0,7,3,7,4,0,3,0,0,7,7,5,2,7,0,1,0,0,0,0,0,0,0,1,1,8,1,0,7,3,0,0,0,1,1,4,4,0,3,0,4,8,6,0,1,4,1,0,3,0,0,0,3,1,3,4
179,5,26,13,1,1,1,3,30,98,1,2,36,2,28.8,0,7,2,7,1,0,2,0,0,7,7,4,2,7,2,3,0,0,0,0,0,0,0,2,2,3,1,1,7,1,1,0,0,3,2,2,4,0,3,0,4,1,3,0,1,4,2,0,2,1,6,6,3,2,3,3
180,1,27,14,2,0,1,3,55,98,98,3,35,2,56.6,2,0,2,1,0,2,2,2,2,7,0,4,2,1,2,5,0,0,0,0,0,0,0,1,2,1,1,1,1,2,7,0,0,2,0,0,1,60,2,5,3,1,3,0,1,4,1,1,0,7,1,4,3,3,3,3
181,1,40,13,2,2,2,4,59,21,16,2,40,0,73.3,1,0,0,0,3,1,1,1,3,7,0,0,-1,1,1,4,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,1,2,1,48,3,0,2,0,6,0,7,0,0,1,1,0,1,6,3,0,0,0
182,1,56,13,2,3,3,3,24,18,15,3,40,0,42.3,2,0,0,0,4,3,3,2,2,7,1,0,-1,1,5,6,0,0,0,0,0,0,0,1,1,3,1,1,0,2,0,0,0,0,3,2,1,70,2,3,2,1,2,0,7,0,0,1,1,0,1,3,3,0,0,0
183,1,37,13,1,9,5,4,51,20,19,2,50,0,63.5,2,1,0,1,4,1,2,3,2,7,0,0,-1,0,1,2,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,0,0,0,1,2,2,0,2,1,2,1,6,0,7,0,0,2,2,1,2,4,3,0,0,0
184,2,69,0,2,6,7,1,43,7,0,2,-1,0,41.6,0,7,0,1,1,4,3,4,2,7,0,0,-1,1,3,8,0,0,0,0,0,0,0,1,1,3,1,8,0,1,0,0,0,0,1,1,1,60,1,8,9,0,1,0,7,0,0,1,1,0,-1,-1,0,0,0,0
185,5,50,15,1,0,0,2,21,22,0,1,-1,0,32.3,0,7,0,0,4,5,2,1,2,7,1,0,-1,0,6,6,0,0,0,0,0,0,0,2,8,1,2,1,0,2,0,0,0,0,3,2,1,18,1,2,2,1,3,0,7,0,0,1,1,0,3,1,3,0,0,0
186,1,37,16,2,4,0,2,34,13,0,3,47,0,37.7,1,7,0,8,2,4,2,1,2,7,0,0,-1,1,4,6,1,1,1,1,3,2,2,1,2,2,0,8,1,2,0,0,0,0,2,4,11,70,2,5,9,1,2,1,7,0,0,1,1,0,-1,-1,0,0,0,0
